page,twi,eng
37,bemmeŋ,"red. vv., s. beŋ, beŋ. pr. 3011."
37,bemmeṅ,"red. vv., s. beŋ, beŋ. pr. 3011."
37,bemmu,= bembu.
37,bemū,"[abe mū], cluster of palm-nuts."
37,beŋ,"v. to approach, come or draw near; to be near; obeŋ no abusūam', he is a kinsman of his; - red. bemmeŋ; syn. beŋkye[ŋ], piŋkye."
37,beŋ,"pron. what (kind of), which. Gr. § 74. F. ebeŋ, ebena."
37,beŋ,"= abeŋ, horn; woŋ ano ko b. koro mu, they are unanimous, in unison."
37,e-beŋ,"pl. mmeŋma, arrow; cf. bemma, bemma-duā, agyaŋ; - etēe se beŋ, it is as straight as an arrow, i. e. quite right. pr. 80."
37,beŋŋ,"straight (dua, hama, kwaŋ); etēe b., it is quite straight."
37,beŋ,"v. to ache, pain; red. bemmeŋ; me ti beŋ me, my head aches; woŋ ti bemmeŋ woŋ, their head aches."
37,bēŋ,"v. to become red by boiling, to be sufficiently cooked, boiled, roasted; to be done well; to become red by dressing (a wound with hot water): watōtō kuru no na abeŋ; to become hot (a gun, by firing), pr. 3386; perf. to be smart, clever, well versed in any knowledge or business, good or bad, f.i. in political matters; to be astute; - ne hō bēŋ, he is healthy; ne hō mmeŋ, he is sickly, feeble; - red. bemmeŋ."
37,-beŋ,"a. (in cpds.), red, yellow; cf. odubeŋ, oguabeŋ, osubeŋ &c. s. meŋ, kō &c. bere, v."
37,abeŋ,"pl. m-, horn of animals; horn, flute, wind-instrument, musical instrument; hyeŋ ab., to sound the horn ; - mmeŋ, pr. 376."
38,e-bena,"what, which"
38,e-bena-dze,what
38,e-bena-ntsiri,"wherefore, wherefrom, why"
38,bɛnnā,a weight of gold = 2 ounces = 32 dollars or ackies = 7l. 4 s.
38,bɛnā,"stripe of cloth, ribbon"
38,bɛrā,"stripe of cloth, ribbon"
38,bɛnā,"to wail, lament, mourn"
38,bɔnā,"to wail, lament, mourn"
38,Bɛnāda,Tuesday
38,Brāda,Tuesday
38,bɛn-ànò,"unmixed palm-wine, as it came from the reed under the tree"
38,bɛnnè,"spit, broach(er). to act or be employed as skirmisher (before the twafo, van), to begin the attack, to engage in dangerous fighting"
38,o-bɛnnení,"skirmisher, sent to attack the enemy"
38,abɛnne,fees for acquittance in a law-suit
38,o-bɛném,a stinging fly
38,o-bɛnóm,a stinging fly
38,O-bɛném,"name of a month, abt. March"
38,o-bɛn-hyɛnfo,"horn-blower, musician"
38,bɛnkúm,the left hand or side; to the left
38,o-bɛnkumfo,a left-handed person
38,bɛnkyɛn,to draw or be near
38,bɛnkyi,bench
38,bɛnsɛré,basin of porcelain
38,o-bɛntá,"a musical instrument consisting of a curved branch or stick with a cord made of the fibres of palm-branches, played in a doleful strain"
38,o-bɛntɛ́n,"a word used for a person whose name we do not know or do not choose to mention; usually: asiamasí se ob., Such-a-one, What-d'ye-call-him"
38,abentia,"the short horn, the most common wind-instrument of the negroes, usually made of a young elephant's tooth and covered with the skin of the twom"
38,o-bentia-hyɛnfo,the king's horn-blower
38,bɛntoa,"clyster-pipe, syringe, squirt"
38,obenyin,"obaniŋ, abaninsem"
38,abenyin-ndem,"obaniŋ, abaninsem"
38,bepow,"mountain, hill"
38,bepɔwá,"small mountain, hillock"
38,bepodwuma,work done on the slope of a mountain
39,abe-pow,inf. the act of lopping off the leaves of an uprooted palm-tree.
39,bĕra,s. bra
39,bĕra,"imp., s. ba; bĕra mã yeŋko, come, let us go!"
39,o-bĕraŋ,"pl. a-, a strong, stout, big man; a powerful, mighty man."
39,obĕraŋ-mmoṭoam'-dua,s. krămmennua.
39,abĕraŋ-sém,violence; cf. anuodensem.
39,abĕraŋ-so,"(after the manner of strong men, i.e.) by force."
39,aberánté,"pl. m-, young man, youth; syn. akwaŋkwā."
39,aberantékwá,"pl. m-, id."
39,o-beran-tetetū,"pl. a-, giant (oberaŋ tenteŋ, hontoŋ, oberaŋ a oware na osō te se nea tokuru da ne mu)."
39,berapae,"a wicket serving for a door, made of palm-branches kept together by three sticks driven through them; cf. asĕreŋe."
39,bĕraw,"to b., to faint, swoon (away), fall in a swoon: osukom amā wato b., thirst has made him faint; woápèm nó apèm nó mā wato b., they have knocked him about that he is half-dead; - to cause to faint: ofwé no ato no b., from the flogging he is half-dead; cf. to piti, tware."
39,abĕraw,"a polite address to a person of equal or inferior rank, used in reply to a salutation, cf. yā; Gr. § 147,9."
39,abĕraw-abĕraw,pr. 1363. 2929. scantily? so so?
39,bĕre,"v. 1. to bring (when a personal object, esp. me, yeŋ, wo, mo, is mentioned; else ‘de.. ba, kofa.. ba, de.. komā‘ is used). - 2. b. ase, to lay or put down, bring low, humble, abase, abate, lessen: obĕre nehō ase mā me, he humbles himself before me. - 3. to grow or get (perf. to be) tired, weary, fatigued; to have much to suffer; not to come to rest; pr. 89. 754. mabĕre wo nsa, woamā mabĕre, I am weary of you; adwumaye amā mabere, I am fatigued by work. - red. bĕrebĕre."
39,o-bĕre,"inf. fatigue, weariness; labour, toil; fa ob., to grow tired; hye.. b., to tire (out), wear out, weary, fatigue, harass; ode ne kasa hyee me b."
39,bere,"F. manner in which; se bere ’te do no, Aky. = senea bere, s. berew. [ete neŋ, so it is."
39,bere,"v. to redden, to grow, become or make red or yellow; to cause to redden, pr. 298; bere (sika, aẅowa, kôbere) hō, to polish (gold, brass, copper); to ripen, grow ripe, of fruits growing above ground; perf. to be ripe. - n’ani b., his eye reddens i.e. he covets, lusts after; he grows angry or grieved; n’ani ab., his eyes are red, reddish, from weeping, excitement (passion, anger, or deep grief), drunkenness, old age. - red. berebere. - qualif. adv. kō, pr. 1504."
39,-bere,"in cpds, blooming, beautiful, handsome; delicate, soft, gentle... s. obābere, obanim-mere, tekremabere."
39,o-bere,"pl. a-, female, esp. of animals; cf. obā, obea, Gr. § 141, 2."
40,e-bere,"1. place (often in cpds, as, dabere, trābere, = dabew, trābew, trābea); cf. bā, baw, bea, bew, amere; - 2. time, season; pl. mmere, the stages of human life, of man's age; - 3. manner, cf. bea, abere, amere; - 4. good time; fine manner; bloom, flower, prime of life; beauty & strength; ""nana, mā wo hō bere so ẹ! king, arise in thy glory and strength (for warfare, for the pacification of contending parties)."" - Phr. O di bere (pl. wodi m-), he enjoys his life, lives a luxurious life; he is a loiterer, sluggard, time-killer. Wabu ne mmere mu, he has died in the prime of life, in the best of his years, prematurely. Wabo bere, he has (broken up time, i. e.) done what nobody has done, committed a heinous deed."
40,aberĕ,"m-, F. time; aberebi, m-, sometimes, once; mber dodo ara, as often as; mber pī n'ara, from time to time; mber ṅhinūā, at all times, for ever and ever; mbere, time which."
40,abere,(obs.) manner: aber' a wopẹ = senea wopẹ.
40,aberé,"pl. m-, an antelope with small horns, of a reddish hue and of the size of a goat; = okwadu."
40,aberebē,"-bee, a quadruped similar to a cat, eating bananas; cf. apesow."
40,bĕrebĕre,"red. vv., s. bĕre, bere."
40,berèbere,"soft, slow, gentle; softly, gently; pr. 3048; comfortably, at case; gradually, by degrees, by easy or slow steps; - slow, gradual movement, advance or progress, pr. 3043. 3397. 1201; considerateness, patience, carefulness, pr. 734. - ye b., to go on considerately, pr. 3558; oye n'ano b., he assumes a modest speech, uses a modest language."
40,berébĕre,"smooth, glib, voluble, flippant; oye or n'ano ye b., he is loquacious; cf. bétĕbete, birebire, kūrokūro."
40,berebo,"m-, liver."
40,berebu-w,"-o, pl. m-, nest, bird's nest. pr. 92."
40,bĕre-dōm,troublesome warfare.
40,bere-dūm,"v. to be of a deep red tinged with blue, of a crimson or purple colour. Ex. 26, 1."
40,bere-ẹnsā,eternity. D.As.
40,bĕrefi,basket; Akr. tekrekyi; wode nton nè mmew nè kubeahabaṅ na ẹnwene.
40,berefi,"[berew, efi], bundle or heap of palm-branches."
40,ọ-bĕrefo,"pl. a-, a needy, indigent, poor, destitute man; syn. ohiani, omanehunuo. Ps. 41, 2. 72, 13."
40,ọ-berekú,"a bird of the size of a pigeon, of light brown color, crying ""ku, ku"" not only by day, but also four times by night, considered as a spirit (osamaṅ) and fortune-teller. pr. 93. 726."
40,ọ-berekuni,"an eye red as that of the bereku; owo b., he has red eyes (considered as beautiful)."
40,abĕrekūrī,"a kind of fish, probably the eel."
40,aberekwasi,a certain annual festival.
41,abérekyi,goat
41,beremāŋ,1933
41,beremba,obarima
41,aberentse,aberante
41,o-berempoŋ,obirempɔŋ
41,berentuw,kwaeb. & ntuw
41,berɛpɔw,knot of palm-leaves
41,berɛw,"the leaves of the oil-palm, together with or separated from the midrib"
41,béréw,merɛw
41,béréww,"soft; slow, tardy; softly, mildly; slowly; comfortably, peaceably"
41,berɛwá,berepɔw
41,aberewá,"old woman, matron, mother"
41,aberewá,"a sort of mat, s. kete; a sort of European cloth"
41,aberewa-ani-nsu,a medicinal plant
41,bere-yɛ,"fineness, beauty; cf. -bere, obābere"
41,ber' ō!,come!
41,abésá,"the act of picking out the palm-nuts from their smashed pulp, s. ŋŋoye"
41,bésáŋ,a land (piece of ground) on which palms grow; a hole in which palm-nuts are prepared for making palm-oil
41,besē,"to take or break off (abe, palm-nuts from the stalk); to pluck, gather (mako, pepper, from the shrub)"
41,besebese,"to move -ano, the lips - as in speaking, without emitting a sound, 1Sam.1,13. to murmur, grumble; inf. grumbling"
41,o-bésé,the time (quarter) of the year from the beginning of the latter rains in October till in January; syn. adommūrow
41,abɛsɛbūrow',"corn grown in the said time; maize planted at the end of the harmattan, in March (before the rainy season has fully set in), the prosperous growth of which is doubtful"
41,besea,Ky. s. bosea
41,besràdé,fat of the quadruped called bew or bee
42,bètē,"weak, infirm, feeble, effeminate; soft, mild, lenient"
42,bètēbètē,"weak, infirm, feeble, effeminate; soft, mild, lenient"
42,bétēbétē,"glib, voluble, flippant; n'ano yɛ b., he is loquacious"
42,abeté,"a common food of the negroes, consisting of roasted flour of maize boiled in water, and considered one of the worst meals."
42,betetá,"a stick to stir up food in cooking, a potstick"
42,bɛtɛkáw,a species of small ants
42,bétém,ear of Indian corn or other grain.
42,o-bɛtɛ́n,"the full grown palm-tree with a long, slender stem."
42,abetia,abedwɛa
42,betū,the pulp of the palm-nut
42,abetuntúm,a species of oil-palm.
42,abetwā,to tap the felled palm-tree and cut out the opening (to keep it clean) every day as long as the palm-wine distils.
42,betwàbéré,"the time of cutting palm-trees, about 2 o'clock in the afternoon."
42,bɛw,"to steal, filch, pilfer, snatch away"
42,bɛw,"quickly, snatchingly"
42,bɛw,a kind of red & yellow-striped Europ. cotton cloth
42,bɛw,"to lie across; to cross, impede, intervene"
42,abɛw,"hindrance, impediment, detention"
42,e-bɛw,a large animal between the elephant and the buffalo.
42,e-bɛw,"place, esp. in cpds., as dabew, tobew, gyinabew, sibew; pl. m-, places, countries; a map."
42,bɛw,"mountain, hill"
42,bɛw-ase,a low tract of country at the foot of a mountain.
42,abɛwoduá,mortar for bruising (wow) palm-nuts to separate the edible part from the shell.
42,béweonùá,"a sweet-scented gum or resin; the tree yielding it. The name (lit. will eat i.e. misuse a sister) conveys an obscene notion, meaning that the use of the perfume by a girl will allure even her brother to lasciviousness"
43,abéyà,a sort of black earthen vessel
43,abēyā,a sort of black earthen vessel
43,abeyeā,a sort of black earthen vessel
43,aboyâ,a sort of black earthen vessel
43,abé-yé,the process by which oil is made from palm-nuts
43,o-bí,"somebody, some one, one, a person; any body; another (person); in neg. sentences (the negation being transferred from the verb in Tshi to the pron. in Eng.): nobody, none"
43,e-bí,"something, some, part, a quantity; any thing; another thing; in neg. sentences nothing, none"
43,bì,"also, likewise, too"
43,bí,"a, an, a certain, one, some; any; another; in neg. sentences no, not any"
43,ebíà,"(there is) something, viz. some reason or likelihood, that...; perhaps, peradventure, possibly"
43,bia,again
43,abia,"in the way of helping, to one's aid or help"
43,abiá,a kind of herb the seeds of which are used for beads
43,bíabiā,small round
43,obi-adé,"lit. some one's property, a servant of a high person"
43,obi-ade-wo-wo,"another's property is in thy hand, an epithet for a thievish person or animal, as the chimpanzee, dog, goat"
43,biàkō,one; single; the same (thing); one great multitude or mass of people or things
43,biekō,one; single
43,bākō,one; single
43,o-biakō,"one man, person or individual"
43,obākō,"one man, person or individual"
43,o-biakōfo,a single person
43,obāk.,a single person
43,o-bíara,"any body, any one"
43,e-biara,"any thing; every possible thing; in any or every possible way, to the utmost"
43,biara,"any, either"
43,obiba,a person of good family
43,obíbàmbíba,oba a obi nni no so bamsem bi
44,abibidúru,"negro medicine, country medicine."
44,o-bibi-hyéfó,dyer in blue.
44,o-bibiní,"negro, black man, African"
44,bíbíri,"dark-blue cotton-yarn or cloth; dark-blue colour; hye b., to dye with dark-blue."
44,Abibiri(m'),"the Negro-country, Africa"
44,bibitíri,"a skein (hank, knot or number of knots) of dark-blue cotton-yarn"
44,obídànebi,"an amalgam, a mixture or compound of two things, each of which depends on, or conforms and communicates its qualities to, the other"
44,bie,bue.
44,biem',"bio, again."
44,abień,two
44,abieṣá,three
44,obi-hunu,a person of no importance i. e. relationship to one.
44,e-bí-nè-bí,"so-so, half and half (ofà-nè-fà), middling. in part, not completely, not fully; indifferently; tolerably"
44,e-biṅ,"dirt, dung, muck, excrement"
44,bintuw,bin a eye merew
44,e-binom,"birim, s. obi, bi."
44,e-bio,"biem', again, further, more, any more; in neg. sentences no more"
44,biow,"biem', again, further, more, any more; in neg. sentences no more"
44,abirá,"the reverse, contrary, wrong way"
44,biram,"to beat, strike, smite with the hands"
44,bĭrébíre,"brawl, noisy quarrel, loquacity"
44,o-bĭrébírefó,"prattler, idle talker"
45,o-birebe,a kind of bird
45,o-bircku,s. obereku
45,abirekyi,"is more correct than aberekyi, q.v."
45,o-birempɔn,"a wealthy, great, powerful man"
45,abireṅkyi-abireṅkyi,"Akw. perverse, -ly, distorted"
45,biri,"v. to grow, be, or make black, dark, dirty"
45,biri,"adj. in cpds, black, dark"
45,biribi,something; in neg. sentences nothing
45,biribiara,"anything, in neg. sentences nothing, nothing at all"
45,biribi-biribiara,id.
45,biríbìri,"red, v., s. biri; anim bb., s. anim"
45,bíríbìri,adv. numerously
45,biribiri,"adv. (qualifying the vv. him, saw, wosow, to shake, shiver, tremble), very much, exceedingly"
45,abíribiriw,"epilepsy, lunacy; tẅa or yare ab., to be lunatic, epileptic"
45,biribiwá,"[biribi, dim.] a trifle; b. biara, any small matter"
45,biriborɔ,"dirty, soiled, bemired all over; dote aye no b., he is grievously daubed with dirt"
45,biriditẅem,"-tẅom, adv. all at once, suddenly; syn. prɛkōpe, birim"
45,abiriká,"m., a run, running, pr. 475.; gallop; canter, trot; tu or tutu mmirika, to run; ode mm. bae, he came running"
45,birikyi,"v. to tremble, shudder, fear; to faint from fear; to be stunned, startled, bewildered; wayi no ahi amā wab., chû amā wab. =ṅketeṅkete akita no"
45,birim,"a sudden fit, start; suddenly, at once; ofẅee ase b., he fell down plump! bounce! - bɔ b., to shrink, startle, start up with fright, esp. from sleep; cf. bɔ piriw, pirim (bɔ 7)"
45,birim,F. = binom
45,birimmírìm,"(pl. id.) 1. fin, mpata akyi b. =ntɛtew. 2. nave or spoke of a wheel"
45,abirímmüró,a thorny plant with medicinal leaves
46,o-bíriŋkràŋ,a kind of locust; s. abebɛw.
46,birísi,dark-blue cotton-cloth; blue baft.
46,abiriwá,"blacking, black paint; woakā ne ti ab., they have painted his or her head with black figures, a ceremony performed on boys at the first shaving of their heads, or on girls at the beginning of puberty."
