page,eng,twi,gaa
11,nervous,deṅ,
11,nervous,ohōɔdénfó,
11,nervous,oṭwĕntwĕmfó,
11,nervous,,gidigidi
11,nervous,,yeyēye
11,nest,ebuw,
11,nest,berebuw,
11,nest,,tṣu
11,nest,,loflōtṣu
11,net,àsawu,
11,net,otaṅ,
11,net,akyé,
11,net,ebóa,
11,net,boā,
11,net,atrā,
11,net,adwòkú,
11,net,,yä
11,net,,ntaṅ
11,nether,ase,
11,nether,fam,
11,nether,anafo,
11,nether,,šiši
11,nether,,šišigbe
11,nettle,ahyehyewnsá,
11,nettle,sásono,
11,nettle,,sonsroṅ
11,never,da,
11,never,dabi,
11,never,dabiarada,
11,never,peṅ,
11,never,,gbikogbiko
11,never,,dabi
11,never,,dabidabi
11,never,,dā
11,nevertheless,de,
11,nevertheless,nanso,
11,nevertheless,,tṣenaso
11,nevertheless,,kèlē
11,nevertheless,,kē
11,new,foforo,
11,new,amono,
11,new,,hē
11,new,,ehē
11,new-birth,awofoforo,
11,new-birth,,ehēfomɔ
11,new-birth,,ṅweifomɔ
11,new-comer,àbàéfò,
11,new-year,bróònyā,
11,new-year,,bronya
11,new-year,,blonya
11,news,akwaṅmusem,
11,news,atesem,
11,news,,asemsro
11,next,foforo,
11,next,nea odi so,
11,next,ọkā hō,
11,next,edi so,
11,next,ẹkā hō,
11,next,,seɔ
11,next,,semo
11,next,,(mo)kroko
11,next,,moni ye se
11,next-day,n'adekyēe,
11,next-day,,dsetṣeremo
11,next-day,,dsetṣereno
11,nice,fe,
11,nice,fefe,
11,nice,oso,
11,nice,fefefe,
11,nice,yiye,
11,nice,,feo
11,nice,,fefeo
11,nice,,fiṅ
11,nice,,nonōi
11,nice,,dâne
11,nice,,saṅ
11,niece,wofasebea,
11,niece,onua babea,
11,niece,oba,
11,niece,,nyemibi
11,niece,,tṣekwē biyo
11,niggard,okyēkyēfo,
11,niggard,oyamoṅwenefo,
11,niggard,opepeefó,
11,niggard,,kpekpelo
11,niggard,,hiedšolo
11,niggardliness,ṅkyēkyē,
11,niggardliness,ayamoṅwene,
11,niggardliness,pepee,
11,niggardliness,,kpekpe
11,niggardliness,,kpekpefemɔ
11,niggardliness,,hiedšomɔ
12,"nigh, to be",beŋ,
12,"nigh, to be",beŋkye,
12,"nigh, to be",piŋkye,
12,"nigh, to be",,beŋke
12,night,anadw̃o,
12,night,adadw̃o,
12,night,adesãe,
12,night,,nyõ
12,night,,nyõn
12,night,,dšenamõ
12,it gets night,ade sã,
12,it gets night,anim kata,
12,it gets night,,dše na
12,it gets night,,hie bu
12,it gets night,,dše dšõ
12,to-night,eŋne anadw̃o,
12,to-night,anadw̃o yi,
12,night-gown,odãn mu,
12,night-gown,pia mu,
12,night-gown,atade w̃uw,
12,night-gown,,sablọk
12,night-gown,,atale yũ
12,night-gown,,piãn atale
12,nimble,harehare,
12,nimble,w̃éw̃e,
12,nimble,aw̃éṣewa,
12,nimble,kàmkam,
12,nimble,,flefle
12,nimble,,niblinibli
12,nine,akrõn,
12,nine,ńkrõn,
12,nine,ńkõnõ̃n,
12,nine,,nehũ
12,nineteen,dũkrõn,
12,nineteen,,nyõnma-kẹ-nehũ
12,ninety,aduakrõn,
12,ninety,,nyõnmai nehũ
12,nip,fẽm,
12,nip,ti,
12,nip,bee,
12,nip,bẽbee,
12,nipple,nufuãno,
12,nipple,,fufonã
12,no,dabi,
12,no,dabida,
12,no,ńnõ̃,
12,no,éhẽ̃,
12,no,óhó̃,
12,no,,dabi
12,no,,dabida
12,no,,dabidabi
12,no,,õho
12,no,,ohoho
12,no,bi,
12,no,biara,
12,no,,ko
12,"no one, nobody",obi,
12,"no one, nobody",obiara,
12,"no one, nobody",,moko
12,"no one, nobody",,mokomoko
12,nowhere,bãbi,
12,nowhere,bãbiara,
12,nowhere,,heko
12,nowhere,,hekoheko
12,nobleman,odehye,
12,nobleman,odehyewa,
12,nobleman,bãsewá,
12,nobleman,omãnaniwa bi,
12,nobleman,opanyĩn,
12,nobleman,otitiriw,
12,nobleman,obarima kunini,
12,nobleman,,ablade
12,nobleman,,odehe
12,nobility,adehye,
12,nobility,nnehyewa,
12,nobility,omãnaniwafo,
12,nobility,mpanyimfo,
12,nobility,atitiriw,
12,nobility,,hieniianõbii
12,nobility,,abladeyeli
12,nod,wõ (ti) ńko,
12,nod,to ńko,
12,nod,,wo hie sẹ
12,nod,,be hiẽmẹii
12,noise,gyegyēgye,
12,noise,hõ,
12,noise,hōyẹ,
12,noise,,blọmọ
12,noise,,gbẹmọ
12,noise,,hõ
12,noise,,kiŋka
12,noise,,bũ
12,to make noise,tēetēem',
12,to make noise,bom',
12,to make noise,ye hõ,
12,to make noise,,blo
12,to make noise,,fe hõ
12,to make noise,,bũ
12,to make noise,,gbẹ
12,to make noise,,hũ
12,noisy talking,akasakasa,
12,noisy talking,,blọmọ
12,none,obi,
12,none,ebi,
12,none,bi,
12,none,,moko
12,none,,noko
12,none,,eko
12,nonsense,asakasakasem,
12,nonsense,ńkwaseaṣem,
12,nonsense,asemfunu,
12,nonsense,,yakawiemọ
12,nonsense,,yakayakanii femọ
12,nonsense,,kwaṣiasane
12,nonsense,,sane gbõnyo
13,noon,aẅia,
13,noon,aẅia ketē,
13,noon,,fāne
13,noon,,finti
13,noon,,ketekete
13,noose,hentia,
13,noose,hentua,
13,noose,nterẹwsó,
13,noose,nsémmā,
13,noose,dẅākóro,
13,nor,nanso with neg. v.,
13,north,kwaemu,
13,north,kwaemu-fām,
13,north,beṅkum,
13,north,kusū-fām,
13,north,,nord
13,north,,norde-fām
13,north,,kō
13,north,,koyi
13,north,,koyigbe
13,north,,abẹkugbẹ
13,nose,efẅene,
13,nose,ehwen,
13,nose,ehwene ṅhweṅ,
13,nose,,gōgō
13,nose,,gūgō
13,not,enyé,
13,not,nye,
13,not,nni (ho),
13,not,,dšee
13,not,,bẹ
13,notch,koe,
13,notch,koekoe,
13,notch,paruw (ẅiyammo),
13,note,kari,
13,note,hye agyirae,
13,note,kyerẹw,
13,note,dẅonto mu nē agyirae,
13,note,āhōmawa,
13,note,,gbẹmo-okadi
13,note,,wolo fio
13,nothing,fwé,
13,nothing,biribi,
13,nothing,,agā
13,nothingness,ne fwē a enyẹ,
13,nothingness,ne hunu a eye,
13,nothingness,,yaka
13,notice,oyi no asitiw,
13,notice,,etfalẹ adafi
13,notwithstanding,(eno te sā de),
13,notwithstanding,nanso,
13,notwithstanding,,tše
13,notwithstanding,,tšebele
13,notwithstanding,,tšenaso
13,nought,fwē,
13,nought,,agā
13,nourish,yeṅ,
13,nourish,mā aduaṅ,
13,nourish,bo akoṅhama,
13,nourish,,lẹ
13,nourish,,tšose
13,novel,foforo,
13,novel,,ehē
13,now,afei,
13,now,eyi ansā na,
13,now,sesē,
13,now,mprempreṅ ara,
13,now,eṅe,
13,now,,agbenẹ
13,now,,afenẹ
13,nudity,adagyaw,
13,nudity,,yaiyainyiemo
13,nuisance,efi,
13,nuisance,atantanne,
13,nuisance,ahide,
13,nuisance,,mūdši
13,nuisance,,tantaṅnii
13,number,dodow,
13,number,ano,
13,number,ṅkaṅē,
13,number,akoṅtā (akontae?),
13,number,,abo
13,number,,bo
13,number,,yibo
13,number,,yikulẹ
13,number,,na
14,numerously,bebrē,
14,numerously,pi,
14,numerously,bíribiri,
14,numerously,pítipiti,
14,numerously,pepe,
14,numerously,mânyāmânyā,
14,numerously,,babao
14,numerously,,pi
14,nuptials,ayẹforohyia,
14,nuptials,,yokpemọ
14,nurse,yeṅ,
14,nurse,gyigye,
14,nurse,mā nufu,
14,nurse,fwẹ,
14,nurse,,lē
14,nurse,,dšedše
14,nurse,,tṣose
14,nurse,,hă fufọ
14,nurse,,nyāmọ
14,nurse,ogyigyefo,
14,nurse,nufumāfo,
14,nurse,,fufọhālọ
14,nurse,,lelọ
14,nurse,,tṣoselọ
14,nut,adwē,
14,nut,aba,
14,nut,kokosi,
14,nut,,ṅmẹ
14,nut-oil,adwē (mu) ṅṅo,
14,nut-oil,,ṅmẹmū
14,Oar,taboṅ,wirimọtsọ
14,Oar,taboṅ,wulọtsọ
14,Oar,taboṅ,aladša
14,Oar,taboṅ,taboṅ
14,oath,ntam,
14,oath,ntaṅkā,
14,oath,nsew,
14,oath,nsewdi,
14,oath,,kitā
14,oath,,kikāmọ
14,oath,,námọ
14,obdurate,mā.. yẹ deṅ,
14,obdurate,piriṅ,
14,obdurate,,wa
14,obdurate,,wadše
14,obedience,asōmerew,
14,obedience,asōyẹ,
14,obedience,osetie,
14,obedience,,toibō
14,obedience,,toibā
14,obedience,,toihāmọ
14,obedience,,toifemọ
14,obey,te,
14,obey,tie,
14,obey,yẹ asō,
14,obey,wẹṅ asō,
14,obey,som,
14,obey,bu,
14,obey,di so,
14,obey,,nu
14,obey,,bo toi
14,obey,,sa toi
14,obey,,ba toi
14,obey,,fe toi
14,obey,,ye ṅo
14,obey,,bu
14,obey,,wo
14,oblige,hye,
14,oblige,,nyē ṅo
14,oblige,,sa hie
14,oblique,kyea,kpa afā
14,obscurity,kusūyẹ,duṅ
14,obscurity,kusūyẹ,kusūfemọ
14,observe,bu,
14,observe,di,
14,observe,di so,
14,observe,dweṅ so,
14,observe,hū,
14,observe,fwẹ,
14,observe,kari,
14,observe,,bu
14,observe,,di ṅo
14,observe,,dfeṅ
14,observe,,ye ṅo
14,observe,,kwẹ ṅo
14,observe,,yo
14,obsolete,atetede,momo
14,obsolete,dedaw,gbonyo
14,obstacle,abew,pampi
14,obstacle,abew,tšimoṅō
14,obstacle,abew,gbẹtši
14,obstinacy,anuodeṅ,
14,obstinacy,mpi,
14,obstinacy,mpiyẹ,
14,obstinacy,,yiwalẹ
14,obstinacy,,hiewalẹ
14,obstruct,siw kwaṅ,tši na
14,obstruct,siw ano,tši gbẹ
14,obstruct,,tši ṅo
14,obtain,nyā,
14,obtain,nsa kā,
14,obtain,nsa sō so,
14,obtain,,ná
14,obtain,,nine šẹ ṅo
14,obvious,faṅ,fäṅ
14,obvious,fẹ,
14,obvious,pefẹ,
14,to be obvious,da adi,yẹ fäṅ
15,occident,atifi,anai
15,occident,atɔe,anaigbe
15,occident,atɔe-fãm,yiteŋbe
15,occiput,atiko,kluklu
15,occiput,,yise
15,occultation,hintaw,temo
15,occultation,nsiwso,nošiumo
15,occupy,fa,ye
15,occupy,di so,ye no
15,occupy,de,hi mli
15,occupy,trã mu,hie mli
15,occupy,kura,
15,occupy,mã adwuma,
15,occupy,yɛ adw,
15,occur,hyia,
15,occur,ba,
15,occur,to,
15,occur,tɔ tirim,
15,ocean,epokese,nšo
15,ocean,bosonopo,nšowulu
15,"ochre, red-",ntwoma,sū tsuru
15,"ochre, white-",hyirew,ayilo
15,ocro,ṅkrūma,eṅmomi
15,ocular,nea efa aniwa hō biribi,hieṅmeiahesane
15,ocular,,nō
15,odd,nea edi doṅ,košikoši
15,odd,ne tirim yɛ no,sroto
15,odd,kēsērenene,
15,odium,nitaṅ,nyɛ
15,odium,,hetšēmo
15,odium,,hiehilɛ
15,"odoriferous, odorous",hūām,
15,"odoriferous, odorous",hūāmhūām,
15,to be-,yi hūā,dše ṅma
15,to be-,yɛ hūām,
15,of,fi,kɛ-dše
15,of,hō,ye
15,of,nti,he
15,of,mu,hewɔ
15,of,,mli
15,offence,ofom,pampi
15,offence,mfomso,tšōne
15,offence,bone,natšō
15,offence,hintidua,
15,offence,ahi,
15,offence,abufuw,
15,offend,yɛ bone,fe efoṅ
15,offend,huru bo,wo mli la
15,offend,hye yamgya,tō m.k. no
15,offend,fom,tšō tšōne
15,offend,fom so,tšō m.k. na
15,offer,de..bɔ (obi) abo,wo dšra
15,offer,de..kɔmā,nō..hã
15,offer,de..bɔ afore,kɛ..yahã
15,offering,abobɔ,hedšrawō
15,offering,afore,afole
15,offering,aforebɔ,afolešã
15,offering,tow,oniatšumo
15,office,dwuma,
15,office,adwuma,
15,office,osom,
15,office,asore,
15,office,adwumadaṅ,
15,office,asen-nidaṅ,
15,office,yɛ (adwuma),som
15,officer,omaṅ mu panyiṅ,asafotše
15,officer,hyeṅ mu panyiṅ,onukpa
15,officer,asrāfo mu panyiṅ,nokwelo
15,officer,osafohene,
15,officer,ofwɛfo,
15,"oft, often",dā,kpitio
15,"oft, often",tā,kpitio
15,"oft, often",,notoṅoto
15,"oft, often",,dā
15,oh!,ei,hã
15,oh!,ao!,tšō
15,oh!,,ō!
15,oh!,,ao!
15,oil,ṅñō,mū
15,"oil, European-",büroṅñō,
15,"oil, European-",mmüroṅo,
16,old,dedaw,
16,old,dada,
16,old,panyiŋ,
16,old,tete,
16,old,,emo
16,old,,emomo
16,old,,momo
16,old,,sase
16,old,,sa
16,old,,blema
16,old to be,nyiŋ,
16,old to be,bọ akwakorā,
16,old to be,bọ aberewa,
16,old to be,fuw dweŋ,
16,old to be,,da
16,old to be,,gbọ
16,old to be,,ye onukpa
16,old to be,,sū
16,old to be,,gbọdṣọ
16,old-fashioned,atetede,
16,old-fashioned,atetekwā,
16,old-fashioned,,blemanọ
16,old-fashioned,,tetekwa
16,old-age,akorayẹ,
16,old-age,ṅkwakorābere,
16,old-age,mmerewabere,
16,old-age,,gbọle
16,old-man,akora,
16,old-man,akwakwarā,
16,old-man,akwadā,
16,old-man,opanyiŋ,
16,old-man,oteteni,
16,old-man,,numo
16,old-man,,onukpa
16,old-time,tete,
16,old-time,tetebere,
16,old-time,,blema
16,old-time,,sa
16,old-woman,aberewa,
16,old-woman,,yōmo
16,omen,seṅkyerẹne,
16,omen,,okadi
16,omit,gyaw,
16,omit,gyae,
16,omit,,ši
16,omnipotent,otumfoọ,
16,omnipotent,ade ṅhinā so tumfoọ,
16,omnipotent,Twēaduampon,
16,omnipotent,,Ofe
16,on,so,
16,on,F. do,
16,on,hō,
16,on,mu,
16,on,anim,
16,on,,nọ
16,on,,yinọ
16,on,,hiegbẹ
16,on,pā so!,
16,on,kọ so!,
16,on,duom!,
16,onanism,,hešimọ
16,onanism,fe helo yakayakanii,
16,once,prẹkọ,
16,once,pẹnkoro,
16,once,pẹṅ,
16,once,dabi,
16,once,dabiho,
16,once,,šikome
16,once,,gbi ko
16,once,,pẹṅ
16,once,,sa
16,once at-,prẹkọ,
16,once at-,,kpa!
16,once at-,,ṅmūi
16,once more,bio,
16,once more,biow,
16,once more,biem,
16,once more,,ekon
16,one,ẹkọ,
16,one,biakọ,
16,one,bākọ,
16,one,koro,
16,one,fua,
16,one,bafua,
16,one,bi,
16,one,obi,
16,one,,ekome
16,one,,eko
16,one by one,mmiakọ-mmiakọ,
16,one by one,mmakọ-m.,
16,one by one,,ekomekome
16,one the-,obi,
16,one the-,obi,
16,one the other,ofoforo bi,
16,one the other,,eko..eko
16,one the other,,ekroko
16,one to be with s. b.,ọ-nè no bọ,
16,one to be with s. b.,bom,
16,one to be with s. b.,yẹ biakọ,
16,one to be with s. b.,afa oyọṅkọ,
16,one to be with s. b.,,kẹ m.k. ye egbọ
16,one to be with s. b.,,ke m.k. bọ
16,one to be with s. b.,,fe ekome
16,one to be with s. b.,,bọ nanyo
16,onion,soprádā,
16,onion,gyēne,
16,onion,áṅwò,
16,onion,,sabolá
16,only,koro,
16,only,ṅkọ,
16,only,ṅkutọ,
16,only,,eflo
16,only,,kẹkẹ
16,only,,dō
16,only,,tō
16,only one,biakọ pẹ,
16,only one,,ekomeflo
16,only one,,ekometō
16,only one,,ekome kẹkẹ
16,onward,n'anim,
16,onward,anim kwaṅ,
16,onward,,hiegbẹ
17,open,bue,
17,open,bue so,
17,open,bue mu,
17,open,hię (hini),
17,open,"sāṅ (boā, kotoku ano)",
17,open,tu (tumpaṅ) ano,
17,open,tew (ńhōma) ano,
17,open,tue,
17,open,tu (tokuru),
17,open,yi (kwaṅ),
17,open,pae,
17,open,tew,
17,open,pue,
17,open,,"gble (na, sīna)"
17,open,,fēne
17,open,,fā
17,open,,fā na
17,open,,"dše (bu, gbę)"
17,open,,kā
17,open,,ṅmę
17,open,,tiki
17,open,,tše
17,open,,fę
17,open,,hă gbę
17,openly,fāṅṅ,
17,openly,prāṅṅ,
17,openly,fē,
17,openly,pefē,
17,openly,petē,
17,openly,patā,
17,openly,pradadada,
17,openly,,fāṅṅ
17,openly,,ṅmę
17,openly,,kpete
17,openly,,petē
17,openly,,peteple
17,openly,,kpetekplē
17,to be open,ęhō da ho,
17,to be open,ano da ho,
17,to be open,eda ho pefē,
17,to be open,,dfere no
17,to be open,,dforo no
17,to be open,,fā
17,to be open,,no fē
17,to be open,,no gble
17,to be open,,gble hie
17,to be open,,kā
17,to be open,,na fā
17,to be open,,nakā
17,openness,ayamyi,
17,openness,nokware,
17,openness,,gblemo
17,openness,,yiṅblemo
17,openness,,yiṅkāmo
17,openness,,anokwale
17,operate,yę mu biribi,
17,operate,,tšō mli
17,operate,,tšu mli nii
17,operate the bowels,fa ase,
17,operate the bowels,,tšō musu
17,opinion,tirim,
17,opinion,nsusuwi,
17,opinion,adwene,
17,opinion,,yiṅ
17,opinion,,yitšoṅ
17,opinion,,dšeṅbē
17,opinion,,dšeṅmo
17,opportunity,(hō) kwaṅ,
17,opportunity,,gbę
17,opportunity,,hegbę
17,opportunity,,nagbę
17,oppose,di asi,
17,oppose,gye akyinnye,
17,oppose,tuatua ano,
17,oppose,o-nè no anyă,
17,oppose,,kù na
17,oppose,,ši
17,oppose,,kę m.k. na
17,opposite,ntenteṅso,
17,opposite,,ńeleno
17,opposition,akyinnyegye,
17,opposition,ntuatuaano,
17,opposition,asidifo,
17,opposition,,nakū
17,opposition,,nakūlo
17,opposition,,ṅwanedšē
17,oppression,ńhyeso,
17,oppression,,yiwō
17,oppression,,yiwale
17,oppression,,ṅomiamo
17,opulent,"see rick, wealthy","see rick, wealthy"
17,or,ana (anā),
17,or,anasę,
17,or,,alo
17,or,,lō
17,oracle,ńkom,
17,oracle,-hye,
17,oracle,,klamo
17,oracle,,gbalę
17,orange,akutu,akutu
17,orange-coloured,akutu,akutu
17,orb,kontoṅkroṅ,
17,orb,dantabaṅ,
17,orb,ade kurukuruwa,
17,orb,puruw,
17,orb,,noko kokloō
17,orb,,kutruku
17,orb,,bo
17,order,ahyede,
17,order,ńkra,
17,order,kwaṅso,
17,order,nsiesiei,
17,order,,akpō
17,order,,akpowō
17,order,,gbędšianotō
17,order,,samō
17,order,,fāmō
18,order,siesie,
18,order,sesęw,
18,order,hyę,
18,order,pia,
18,order,kăra,
18,order,,to
18,order,,sa
18,order,,wo abpo
18,order,,şę
18,order,,to gbędşianǫ
18,order,,fă
18,ore,obo a wǫnăn a wonyă mu sika,
18,ore,dwęte,
18,ore,dade,
18,ore,sûmpi n.a.,
18,ore,,sikasū
18,ore,,dadesū
18,ore,,fiemǫnǫ
18,organ,adakabęn,
18,organ,,saŋkū
18,to play the-,hyęn (bo) adakabęn,
18,to play the-,,tfa saŋkū
18,orgies,ahofwibǫ,
18,orgies,,nyeŋnyeŋtfibǫ
18,orient,anafo,
18,orient,apuei,
18,orient,,bokā
18,orient,,nădšiaši
18,origin,ase,
18,origin,mfiase,
18,origin,abose,
18,origin,,šišidşę
18,originate,bǫ ade,
18,originate,fi ase,
18,originate,,bǫ ade
18,originate,,dşe šiši
18,ornament,ahyehyęde,
18,ornament,,wulamǫ
18,orphan,àyisă,
18,orphan,,awuisă
18,orphan,,awisă
18,orphan,,ayisă
18,ostentation,ahǫkyerę,
18,ostentation,ahǫhoahoa,
18,ostentation,,hetşōmǫ
18,ostentation,,fāmǫ
18,ostrich,sohori,
18,ostrich,,duguma(?)
18,other,obi,
18,other,ebi,
18,other,foforo,
18,other,biakǫ no,
18,other,F. ekoro no,
18,other,nea okā hǫ,
18,other,ǫyǫŋkǫ,
18,other,,ekroko
18,other,,kroko
18,ought,(aŋkā) ęse şe..,
18,ought,,sa akę..
18,ought,,dša akę.. (dşikulę)
18,ought,biribi,
18,ought,,noko
18,our,yęn,
18,our,"yęn (yere F. nyere, nhyęn nyere)",
18,our,,wǫ...
18,ours,yęn de,
18,ours,yęn dea (yere de &c.),
18,ours,,wǫnǫ
18,ourselves,yęn ara,
18,ourselves,yęn aŋkasa,
18,ourselves,obj. yęnhǫ,
18,ourselves,,wǫdientşę
18,ourselves,,obj. wǫhe
18,out,adi,
18,out,v. fi.. mu,
18,out,,kpo
18,out,,v. dşe.. mli
18,outcast,opanyifo,
18,outcast,sumăna so ade,
18,outcast,adesé,
18,outcast,,šitfalǫ
18,outcast,,tumu nǫ nii
18,outcast,,šitfamǫ
18,outcry,ntęęm',
18,outcry,awuǫsǫn-tǫn,
18,outcry,,wǫmǫ
18,outcry,,blǫmǫ
18,outcry,,kēmǫ
18,outdo,kyęn,
18,outdo,seŋ,
18,outdo,buŋkam,
18,outdo,,ho he
18,outdo,,ho na
18,outdo,,teke nǫ
18,outdo,,fe nine
18,outfit,(hyęn mu) hyehyę,
18,outfit,,wulamǫ
18,outfit,,hesamǫ
18,outside,ęhǫ,
18,outside,akyi,
18,outside,akyiri,
18,outside,ani,
18,outside,adiwo,
18,outside,,he
18,outside,,kpo
18,outside,,agbona
18,outside,,gbęşę
19,outrun,twa hō,ho na
19,outrun,twa hō,ho he
19,outrun,twa hō,nina
19,outstrip,twa hō,ho na
19,outstrip,twa hō,ho he
19,outstrip,twa hō,nina
19,outward appearance,eho,dse
19,outward appearance,ani,dse
19,outward appearance,oḷōnam anihayi,dse
19,outward appearance,aniani,dse
19,outward appearance,anianiḥayi,dse
19,outward appearance,eho,dseṅ
19,outward appearance,ani,dseṅ
19,outward appearance,oḷōnam anihayi,dseṅ
19,outward appearance,aniani,dseṅ
19,outward appearance,anianiḥayi,dseṅ
19,outward appearance,eho,hie
19,outward appearance,ani,hie
19,outward appearance,oḷōnam anihayi,hie
19,outward appearance,aniani,hie
19,outward appearance,anianiḥayi,hie
19,outward appearance,eho,he
19,outward appearance,ani,he
19,outward appearance,oḷōnam anihayi,he
19,outward appearance,aniani,he
19,outward appearance,anianiḥayi,he
19,outward being,eho,dse
19,outward being,ani,dse
19,outward being,oḷōnam anihayi,dse
19,outward being,aniani,dse
19,outward being,anianiḥayi,dse
19,outward being,eho,dseṅ
19,outward being,ani,dseṅ
19,outward being,oḷōnam anihayi,dseṅ
19,outward being,aniani,dseṅ
19,outward being,anianiḥayi,dseṅ
19,outward being,eho,hie
19,outward being,ani,hie
19,outward being,oḷōnam anihayi,hie
19,outward being,aniani,hie
19,outward being,anianiḥayi,hie
19,outward being,eho,he
19,outward being,ani,he
19,outward being,oḷōnam anihayi,he
19,outward being,aniani,he
19,outward being,anianiḥayi,he
19,outward form,eho,dse
19,outward form,ani,dse
19,outward form,oḷōnam anihayi,dse
19,outward form,aniani,dse
19,outward form,anianiḥayi,dse
19,outward form,eho,dseṅ
19,outward form,ani,dseṅ
19,outward form,oḷōnam anihayi,dseṅ
19,outward form,aniani,dseṅ
19,outward form,anianiḥayi,dseṅ
19,outward form,eho,hie
19,outward form,ani,hie
19,outward form,oḷōnam anihayi,hie
19,outward form,aniani,hie
19,outward form,anianiḥayi,hie
19,outward form,eho,he
19,outward form,ani,he
19,outward form,oḷōnam anihayi,he
19,outward form,aniani,he
19,outward form,anianiḥayi,he
19,outweigh,deṅ so,
19,oven,frōnō,frōnō
19,oven,frōnō,flōnō
19,oven,fōnōnō,frōnō
19,oven,fōnōnō,flōnō
19,over,eso,no
19,over,atifī,no
19,over,tra,yiteṅ
19,over,tra so,yiteṅ
19,over,deṅ so,yiteṅ
19,over,boro so,yiteṅ
19,over,kyeṅ,yiteṅ
19,over,tra,yise
19,over,tra so,yise
19,over,deṅ so,yise
19,over,boro so,yise
19,over,kyeṅ,yise
19,over,tra,bo no
19,over,tra so,bo no
19,over,deṅ so,bo no
19,over,boro so,bo no
19,over,kyeṅ,bo no
19,over,tra,deṅ no
19,over,tra so,deṅ no
19,over,deṅ so,deṅ no
19,over,boro so,deṅ no
19,over,kyeṅ,deṅ no
19,over,tra,teke no
19,over,tra so,teke no
19,over,deṅ so,teke no
19,over,boro so,teke no
19,over,kyeṅ,teke no
19,over,tra,fe
19,over,tra so,fe
19,over,deṅ so,fe
19,over,boro so,fe
19,over,kyeṅ,fe
19,over-against,ntenteṅso,ṅeleṅo
19,overawe,yi hū,wo gbeye
19,overawe,yi ahi,wo gbeye
19,overawe,bom,wo gbeye
19,overawe,tem,wo gbeye
19,overhearing,ye ahupō,fū
19,overhearing,ye ahupō,fā yi
19,overhearing,ye ahupō,kē yi
19,overcome,fa so,fā
19,overcome,di so,fā
19,overcome,kā gu,fā
19,overcome,yi doṃ,fā
19,overcome,fa so,nyē no
19,overcome,di so,nyē no
19,overcome,kā gu,nyē no
19,overcome,yi doṃ,nyē no
19,overcome,fa so,ye no
19,overcome,di so,ye no
19,overcome,kā gu,ye no
19,overcome,yi doṃ,ye no
19,overcome,fa so,gbe
19,overcome,di so,gbe
19,overcome,kā gu,gbe
19,overcome,yi doṃ,gbe
19,overdo,(ye) mā etra so,dše se
19,overdo,(ye) mā etra so,hà fa tšō
19,overdo,(ye) mā etra so,sale
19,it is overdone,atabaw,
19,overflow,fe hō,ho
19,overflow,bo,ho
19,overflow,yiri,ho
19,overflow,sram so,ho
19,overflow,fe hō,teke
19,overflow,bo,teke
19,overflow,yiri,teke
19,overflow,sram so,teke
19,overflow,fe hō,teteo
19,overflow,bo,teteo
19,overflow,yiri,teteo
19,overflow,sram so,teteo
19,overflow,fe hō,yiri
19,overflow,bo,yiri
19,overflow,yiri,yiri
19,overflow,sram so,yiri
19,overgrow,fuw,ho he
19,overgrow,fuw,fū
19,overgrow,fuw,tša
19,overlay,tare (so),
19,overlay,dura hō,
19,overlay,dura mu,
19,overleap,huruw tra,tšō no
19,overleap,huruw tra,teke no
19,overlook,ani pa so,hie ho he
19,overlook,ani fa so,hie ho he
19,overlook,yi ani fi so,hie ho he
19,overlook,bu ani gu so,hie ho he
19,overlook,ani pa so,dšie hie ye n.k. no
19,overlook,ani fa so,dšie hie ye n.k. no
19,overlook,yi ani fi so,dšie hie ye n.k. no
19,overlook,bu ani gu so,dšie hie ye n.k. no
